Address,Area,Rooms,Bathrooms,Garage Cars,Price
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.061
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.125
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.186
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.143
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.108
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.033
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.120
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.046
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.064
                    "
"Rua G, 1058 - Matapoã, Aracaju - SE",100,3,1,"
                  --
                ","
                            R$ 350.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.091
                    "
"Rua H - Aruana, Aracaju - SE",132,3,2,2,"
                            R$ 390.200
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.143
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.001
                    "
"Rua Maria Vasconcelos de Andrade, 680 - Aruana, Aracaju - SE",271,4,3,6,"
                            R$ 800.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.006
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
                            R$ 400.179
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.033
                    "
"Rua Engenheiro Jorge de Oliveira Neto - Coroa do Meio, Aracaju - SE",200,4,4,4,"
                            R$ 900.162
                    "
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,2,"
                            R$ 840.122
                    "
"Rua Estância - Cirurgia, Aracaju - SE",122,3,3,2,"
                            R$ 490.175
                    "
"Rua Carlos Gomes, 196 - Farolândia, Aracaju - SE",180,3,2,1,"
                            R$ 315.000
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.018
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.059
                    "
"José Conrado de Araújo, Aracaju - SE",90,2,1,2,"
                            R$ 215.000
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.008
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.147
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.053
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.111
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.048
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.060
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.153
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.004
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.189
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.200
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.082
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.117
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.158
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.144
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.056
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.098
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.130
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.104
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.023
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.158
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.042
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.138
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.118
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.107
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.190
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.147
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.055
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.143
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.054
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.056
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.187
                    "
"Rua Campos, 822 - São José, Aracaju - SE",301,5,1,1,"
                            R$ 739.000
                    "
"Rua Alexandro Mota Prado, 1 - Aeroporto, Aracaju - SE",100,4,2,2,"
                            R$ 420.000
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.087
                    "
"Rua Plácido Lima Teles - Bugio, Aracaju - SE",162,3,4,2,"
                            R$ 495.193
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",300,4,5,4,"
                            R$ 1.800.042
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.188
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.042
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.183
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.057
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.025
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.156
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.150
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.013
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",282,4,5,4,"
                            R$ 1.550.142
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.084
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.142
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",150,3,3,2,"
                            R$ 690.083
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.086
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.160
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",250,3,3,2,"
                            R$ 559.147
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.189
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.015
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.121
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.169
                    "
"Rua Laís Grangeiro de Queiroz - Inácio Barbosa, Aracaju - SE",400,1,1,"
                  --
                ","
                            R$ 400.111
                    "
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",233,3,5,4,"
                            R$ 969.009
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.174
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.014
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.162
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.134
                    "
"Rua Senador Rollemberg, 483 - São José, Aracaju - SE",150,5,3,"
                  --
                ","
                            R$ 750.000
                    "
"Rua Barra dos Coqueiros, 86 - José Conrado de Araújo, Aracaju - SE",430,4,6,4,"
                            R$ 2.200.000
                    "
"Pereira Lobo, Aracaju - SE",216,3,2,2,"
                            R$ 500.000
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.124
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.101
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.100
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.103
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.068
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.125
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.021
                    "
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
                            R$ 520.140
                    "
"Rua Arlindo Santos, 300 - Aruana, Aracaju - SE",100,3,3,3,"
                            R$ 700.000
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.089
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",161,3,3,4,"
                            R$ 750.085
                    "
"Rua Sargento José Milton da Cruz, 01 - Aeroporto, Aracaju - SE",211,2,2,2,"
                            R$ 270.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.086
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.003
                    "
"Avenida Doutor Tarcísio Daniel dos Santos - Farolândia, Aracaju - SE",250,5,3,1,"
                            R$ 480.052
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.200
                    "
"Rua dos Flamboyants, 22 - Inácio Barbosa, Aracaju - SE",252,4,4,4,"
                            R$ 810.000
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.183
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",150,3,3,2,"
                            R$ 690.099
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.098
                    "
"Avenida Luciano Monteiro Sobral, 493 - Luzia, Aracaju - SE",160,3,3,3,"
                            R$ 320.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.194
                    "
"Rua Aristides Bispo, 283 - Getúlio Vargas, Aracaju - SE",110,2,2,1,"
                            R$ 285.000
                    "
"Rua Icaraí, 137 - Atalaia, Aracaju - SE",170,4,3,2,"
                            R$ 400.000
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",300,4,4,2,"
                            R$ 890.179
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.070
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.078
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.038
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.188
                    "
"Rua Tenente Wilson Pereira dos Santos - Jabotiana, Aracaju - SE",85,2,1,2,"
                            R$ 220.081
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.189
                    "
"Aruana, Aracaju - SE",150,3,2,2,"
                            R$ 650.000
                    "
"Travessa São Francisco - Pereira Lobo, Aracaju - SE",145,3,2,4,"
                            R$ 390.001
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.089
                    "
"Rua H - Aruana, Aracaju - SE",132,3,2,2,"
                            R$ 390.110
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.127
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.008
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.045
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.091
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.009
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.196
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.138
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.023
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.015
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.188
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.100
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.159
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.066
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.104
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.078
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.099
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.175
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.102
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.199
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.035
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.159
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.109
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.055
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.010
                    "
"Rua de Riachão - Suíssa, Aracaju - SE",174,3,1,"
                  --
                ","
                            R$ 190.141
                    "
"Rua Arauá, 735 - São José, Aracaju - SE",120,3,2,2,"
                            R$ 500.000
                    "
São Cristóvão - SE,400,5,3,2,"
                            R$ 750.066
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.054
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.107
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.126
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.137
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.133
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.180
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.033
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.120
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.087
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.022
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.091
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.115
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.149
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.105
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.168
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.155
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.170
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.178
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.003
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.089
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.078
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.042
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.197
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.123
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.023
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.155
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.199
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.143
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.041
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.106
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.189
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.195
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.004
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.064
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.125
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.120
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.020
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.073
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.187
                    "
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",198,3,3,2,"
                            R$ 890.026
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.040
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,4,"
                            R$ 545.120
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.079
                    "
"Rua Doutor Yolando Vieira de Melo, 248 - Atalaia, Aracaju - SE",10,3,1,2,"
                            R$ 470.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.037
                    "
"Rua José Isidio de Oliveira Filho - Santos Dumont, Aracaju - SE",200,4,2,1,"
                            R$ 280.153
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.093
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.140
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.124
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.012
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.022
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.037
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.175
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.099
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.170
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.011
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.152
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.118
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.140
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.132
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.001
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.164
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.175
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.108
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.047
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.009
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.148
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.017
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.046
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.046
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.019
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.161
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.059
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.083
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.117
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.083
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.174
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.035
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.070
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.195
                    "
"Rua Vereador Antônio Sinval Machado - São Conrado, Aracaju - SE",162,3,2,1,"
                            R$ 300.159
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.053
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.036
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.083
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.136
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.164
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.064
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.190
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.180
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.083
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.106
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.181
                    "
"Aeroporto, Aracaju - SE",220,4,2,2,"
                            R$ 470.000
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.075
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.110
                    "
"Rua Nivaldo dos Reis da Silva, 195 - Lamarão, Aracaju - SE",165,3,2,1,"
                            R$ 210.000
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.123
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.587
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.175
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.108
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.047
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.009
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.148
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.017
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.046
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.046
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.019
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.161
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.059
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.083
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.117
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.083
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.174
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.035
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.070
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.195
                    "
"Rua Vereador Antônio Sinval Machado - São Conrado, Aracaju - SE",162,3,2,1,"
                            R$ 300.159
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.053
                    "
